count,word
6304,the
2248,and
1317,doc
932,records
836,page
815,that
687,assassinations
685,order
673,pursuant
669,executive
665,ref
660,released
629,information
609,document
588,secret
576,for
498,was
497,from
446,this
445,top
424,with
414,nsa
381,agency
354,assassination
344,president
320,which
286,nov
279,have
259,record
258,will
256,not
249,cuban
235,number
232,file
231,foreign
221,his
215,hcf
213,form
209,current
209,dinar
207,series
205,jfk
204,opening
201,been
200,were
198,identification
198,required
196,restricted
196,system
195,itemis
194,agencynsa
194,determination
189,originating
186,date
184,has
176,are
174,any
170,all
170,comments
164,had
164,kennedy
145,msg
144,classification
143,status
141,report
137,united
137,would
133,you
131,committee
124,also
123,november
121,new
117,originatornsa
116,cuba
115,assassination,
114,they
113,government
113,our
112,lastreview
111,who
109,death
108,type
103,these
102,ilc
102,paper,textual
102,their
100,dec
100,states
98,such
97,300
97,johnkennedy
96,february
96,there
95,manual
94,national
92,contains
91,security
89,1998
88,decl
88,ministry
86,activity
86,but
86,diplomatic
85,soviet
83,intelligence
82,minister
82,sabre
81,embassy
81,its
80,may
77,policy
76,restrictionslb
75,dateof
74,american
73,after
72,one
71,against
71,request
71,sensitive
71,what
71,your
70,message
69,other
68,orv
66,only
66,since
65,alert
65,him
65,time
64,made
64,select
63,state
62,between
62,did
62,reports
61,material
60,during
60,general
59,originator:
58,ambassador
57,letter
57,sigint
56,out
55,interview
55,subjects
55,through
54,military
53,about
53,mexico
53,those
52,hco
52,val
51,house
51,review
50,compartmented
50,department
50,first
50,received
50,some
50,staff
50,washington
49,december
49,following
49,should
48,period
48,relations
47,affairs
47,communications
47,funeral
47,please
47,press
47,two
46,counselor
46,people
46,political
46,provided
45,mexican
45,sent
44,now
44,office
43,activities
43,commission
43,could
43,possible
43,product
43,requested
43,said
43,when
42,available
42,dated
42,make
42,polish
42,secretary
42,them
41,1963
41,contains1
41,copy
41,excluded
41,group
41,over
41,reported
41,umbra
41,well
40,because
40,chairman
40,defense
40,more
40,visa
39,access
39,chief
39,concerning
39,files
39,might
39,regarding
39,stated
38,prohibited
38,response
38,special
37,cia
37,director
37,downgrading
36,6878948
36,action
36,assassination.
36,both
36,memorandum
36,reaction
36,very
35,asked
35,forces
35,most
35,names
35,restrictions:
35,senate
34,a4268657
34,great
34,korean
34,plan
33,1976
33,agents
33,cambodian
33,fact
33,international
33,investigation
33,members
33,visit
32,agent
32,country
32,day
32,french
32,january
32,send
31,being
31,group1
31,havana
31,held
31,immediately
31,official
31,oswald
31,police
31,reproduction
31,search
30,can
30,further
30,mission
30,union
30,used
30,washington:
29,able
29,according
29,assistant
29,classified
29,john
29,prior
29,until
28,fort
28,johnson
28,late
28,lee
28,naval
28,radio
28,same
28,she
28,then
28,three
28,traffic
27,air
27,contained
27,david
27,does
27,news
27,part
27,public
27,statement
27,take
27,than
27,warren
27,whether
27,world
26,attend
26,cll
26,dirnsa
26,except
26,force
26,fromautomatic
26,here
26,note
26,party
26,see
26,september
26,via
26,without
25,974
25,certain
25,city
25,event
25,former
25,hours
25,name
25,requests
25,taken
24,analytic
24,authorized
24,before
24,called
24,change
24,deputy
24,good
24,how
24,jan
24,know
24,last
24,like
24,messages
24,obtain
24,pages
24,prime
24,puerto
24,reference
24,revolutionary
24,service
24,text
24,vice
23,condolences
23,documents
23,even
23,events
23,interest
23,into
23,known
23,mentioned
23,position
23,put
23,question
23,royal
23,subject
23,toassassination
23,under
22,automatic
22,christensen
22,contains2
22,expressed
22,her
22,maintained
22,president's
22,probably
22,regard
22,related
22,relating
22,restrictions
22,told
22,toward
22,units
21,1978
21,army
21,central
21,communist
21,connection
21,conversation
21,declassification
21,efforts
21,george
21,italian
21,officials
21,receive
21,respect
21,sen
21,ssci
21,washington,
21,within
21,work
20,authorities
20,committee's
20,far
20,intercept
20,opinion
20,persons
20,placed
20,present
20,representative
20,tion
20,urgent
20,where
19,1962
19,6878949
19,a4268760
19,already
19,anddeclassification
19,declared
19,instructions
19,interested
19,left
19,legislative
19,materials
19,passed
19,personal
19,result
19,results
19,reviewed
19,transmissions
19,whole
19,written
18,although
18,attempt
18,charge
18,continue
18,copies
18,counterrevolutionary
18,data
18,delivered
18,district
18,domestic
18,ill
18,indicated
18,inform
18,informed
18,latin
18,morning
18,next
18,nothing
18,representatives
18,source
18,textual
18,tordella
18,understanding
18,western
17,among
17,based
17,call
17,circles
17,coming
17,congress
17,cudy
17,dir
17,eastern
17,fbi
17,having
17,hope
17,just
17,learned
17,life
17,obtained
17,orders
17,personally
17,personnel
17,planned
17,relevant
17,sending
17,specific
17,ssc
17,stevenson
17,title
17,tragic
17,watch
17,went
17,while
16,carried
16,circular
16,countries
16,days
16,documentcontains
16,due
16,economic
16,election
16,end
16,fidel
16,gave
16,immediate
16,including
16,instructed
16,meeting
16,mourning
16,murder
16,must
16,notes
16,several
16,situation
16,sorrow
16,speech
16,turkish
16,view
16,yet
15,1966
15,actions
15,armed
15,attached
15,brazilian
15,cambodia
15,classificationt
15,conducted
15,consulate
15,cornwell
15,described
15,despite
15,espionage
15,few
15,ghanaian
15,internal
15,knowledge
15,later
15,operations
15,person
15,presidentkennedy
15,priority
15,questions
15,reporting
15,reviews
15,sgt
15,shall
15,soon
15,south
15,wish
14,14176
14,1964
14,1977
14,above
14,act
14,antonio
14,apparently
14,area
14,arms
14,believed
14,blakey
14,caldevilla
14,castro
14,classification:
14,come
14,contact
14,decided
14,extent
14,get
14,give
14,harvey
14,honor
14,involved
14,jaime
14,japanese
14,marked
14,maryland
14,miss
14,missions
14,n0078
14,nations
14,necessary
14,originator
14,possibly
14,presidential
14,principal
14,problems
14,reactions
14,restrictedorv
14,role
14,sep
14,show
14,spanish
14,targeting
14,upon
14,visited
13,6878968
13,6879067
13,a4269389
13,a4269446
13,agreed
13,allegations
13,america
13,april
13,assigned
13,back
13,behalf
13,believe
13,crime
13,dear
13,declassify
13,development
13,dia
13,different
13,discussed
13,elections
13,express
13,field
13,found
13,given
13,grant
13,groups
13,high
13,interview,
13,june
13,long
13,many
13,means
13,much
13,offices
13,osi
13,own
13,paragraph
13,past
13,peace
13,plus
13,post
13,protocol
13,published
13,right
13,scheduled
13,specifically
13,spoke
13,therefore,
13,uar
13,vietnamese
13,working
12,a4268663
12,accordance
12,again
12,along
12,announced
12,cannot
12,congressional
12,deep
12,delegation
12,democratic
12,departure
12,derived
12,determine
12,illicit
12,individuals
12,info
12,inquiry
12,keep
12,kind
12,kody
12,locate
12,navy
12,never
12,oriente
12,phnom
12,plot
12,portuguese
12,provide
12,rico
12,robert
12,secure
12,statements
12,still
12,student
12,talks
12,tho
12,today
12,transit
12,use
12,venezuelan
11,1991
11,6878938
11,6878957
11,a4268794
11,administration
11,appropriate
11,assumed
11,basis
11,chinese
11,comint
11,conditions
11,confirmed
11,dallas
11,desire
11,directed
11,discussion
11,east
11,embassies
11,felt
11,going
11,headquarters
11,heard
11,identified
11,incident
11,indonesian
11,intercepted
11,july
11,leave
11,lowman
11,lyndon
11,major
11,manner
11,matter
11,nature
11,newspaper
11,night
11,observation
11,open
11,per
11,pertaining
11,purpose
11,purposes
11,reactionary
11,read
11,recent
11,reply
11,represent
11,restrictions18
11,routine
11,rz1
11,seen
11,similar
11,site
11,staffers
11,station
11,summary
11,telegram
11,television
11,travel
11,usa
11,ussr
11,viet
11,washington~
11,whose
11,worked
10,1600
10,250
10,6879108
10,a4268769
10,added
10,advised
10,agencies
10,aid
10,analysts
10,arrested
10,ask
10,attorney
10,best
10,bolivian
10,break
10,campaign
10,capabilities
10,chilean
10,close
10,collect
10,condolence
10,confirm
10,contacts
10,counsel
10,cubans
10,deals
10,deathof
10,deeply
10,determined
10,developments
10,disclose
10,done
10,early
10,effect
10,especially
10,feel
10,find
10,flags
10,follow
10,four
10,frank
10,future
10,got
10,hell
10,highness
10,howard
10,important
10,included
10,information,
10,jim
10,jimenez
10,kennedyo
10,kimbo
10,king
10,lao
10,leader
10,little
10,mar
10,meet
10,motives
10,officer
10,peoples
10,percent
10,place
10,president.
10,profound
10,queries
10,remain
10,responsive
10,retain
10,rican
10,rio
10,say
10,says
10,searched
10,sources
10,speaker
10,subcommittee
10,sugar
10,telephone
10,thai
10,thank
10,took
10,unidentified
10,usib
10,various
10,yesterday
10,york
9,20755
9,6878871
9,6878997
9,6879080
9,6879107
9,a4269431
9,a4269452
9,a4269460
9,a4274892
9,accompanied
9,accusations
9,address
9,advise
9,afternoon
9,alerted
9,another
9,appear
9,arrive
9,assassin
9,assembly
9,available.
9,boxes
9,british
9,brought
9,center
9,ceremony
9,circumstances
9,concerned
9,contain
9,correspondence
9,council
9,coup
9,cover
9,decision
9,designated
9,developed
9,direct
9,directly
9,dulles
9,elements
9,employee
9,every
9,evidence
9,expressing
9,ferrie
9,following:
9,grief
9,handle
9,hemisphere
9,hold
9,importance
9,increase
9,issued
9,item
9,kim
9,looking
9,mro
9,nev
9,nicholas
9,nro
9,officially
9,ordered
9,organizations
9,particularly
9,parties
9,peaceful
9,performed
9,possibility
9,premier
9,pres
9,prevent
9,previously
9,proposed
9,protest
9,readiness
9,reception
9,refer
9,removal
9,repository.
9,republic
9,restrictions1b
9,return
9,revealed
9,roa
9,ruby
9,significance
9,socialist
9,spite
9,strong
9,struggle
9,suggesting
9,support
9,telegraph
9,tha
9,think
9,tried
9,unless
9,veciana
9,warning
9,washington.
9,whom
9,year
8,(unclassified
8,6878911
8,6879105
8,a4268737
8,a4269466
8,always
8,appears
8,argentine
8,arrb
8,attack
8,biographic
8,broadcast
8,bucharest,
8,bureau
8,cable
8,carry
8,case
8,channels
8,chiefs
8,christensen's
8,church
8,col
8,commission,
8,committee,
8,conduct
8,costa
8,countries.
8,cssr
8,cuba,reaction
8,cubao
8,daily
8,dates
8,dgi
8,distributed
8,dod
8,each
8,earlier
8,enough
8,evident
8,excludedfromautomatic
8,federal
8,flag
8,foia
8,foster
8,frdbt
8,friendly
8,guard
8,home
8,increased
8,individual
8,investigation.
8,involve
8,iranian
8,items
8,korea
8,less
8,let
8,mark
8,matters
8,measures
8,memorandum,
8,met
8,monday
8,months
8,moray
8,moscow
8,need
8,net
8,noted
8,nsascc
8,occasion
8,opsum
8,passing
8,persona
8,posts
8,presence
8,president,
8,presumably
8,prince
8,province
8,referenced
8,relation
8,relay
8,returned
8,rok
8,rusk
8,rzl
8,seems
8,senator
8,services
8,sig
8,spaces
8,stevenson,
8,supplied
8,taking
8,task
8,therefore
8,thus
8,too
8,transmitted
8,true
8,turn
8,version
8,want
8,way
8,west
8,white
8,years
8,yeates
8,zem
7,0745
7,6878995
7,6879110
7,a4269391
7,a4269469
7,additional
7,aforementioned
7,aggression
7,alpha
7,alton
7,answer
7,assume
7,attacks
7,attended
7,attention
7,attitude
7,austrian
7,background
7,began
7,begin
7,beginning
7,behind
7,check
7,civilian
7,claims
7,coastal
7,collected
7,com
7,command
7,commandcenter
7,comment
7,committed
7,communications.
7,compiled
7,con
7,conc
7,concern
7,concurrence
7,confidential
7,continuation
7,continued
7,copenhagen,
7,countries,
7,cultural
7,demands
7,destroyed.
7,direction
7,distribution
7,documents.
7,dtg
7,duty
7,either
7,emphasized
7,envoy
7,establish
7,established
7,eugene
7,european
7,excellency
7,exercise
7,exile
7,facts
7,fall
7,friendship
7,full
7,government,
7,hard
7,herein
7,hospital
7,impression
7,inclosed
7,indonesia
7,information.
7,initial
7,initiate
7,int
7,iraq
7,itself
7,jack
7,latter
7,leaders
7,limited
7,link
7,look
7,ltc
7,memory
7,methods
7,month
7,msgo
7,nearest
7,network
7,novembero
7,oct
7,october
7,operational
7,operator
7,original
7,pak
7,pass
7,peking
7,pending
7,point
7,power
7,precisely
7,presidency
7,private
7,pro
7,prove
7,proved
7,punta
7,quanbeck
7,query
7,reactionaries
7,real
7,recall
7,references
7,regulations
7,relate
7,repeated
7,respond
7,saturday
7,scandalous
7,second
7,sectors
7,seeking
7,separate
7,serious
7,shinn
7,sign
7,significant
7,signs
7,sincere
7,sincerely,
7,something
7,spokesman
7,study
7,supposed
7,sympathy
7,talk
7,target
7,tbe
7,ted
7,thomas
7,total
7,training
7,trip
7,understand
7,using
7,wanted
7,wants
7,wife
7,writing
7,zanzibar
7,zkzk
6,111
6,1959
6,1960
6,2019z
6,20301
6,280
6,6878946
6,6878958
6,6879076
6,6879109
6,a4268765
6,a4268793
6,a4269453
6,a4269458
6,absolutely
6,accused
6,adpl
6,advantage
6,agreement
6,allan
6,allusion
6,analysis
6,appeared
6,appearing
6,approximately
6,arrest
6,arrived
6,assass
6,assassinate
6,assistance
6,assisting
6,august
6,authority
6,base
6,became
6,beforehand
6,below
6,better
6,big
6,board
6,branch
6,brief
6,building
6,c8ntains
6,cabinet
6,cables
6,came
6,cause
6,caused
6,ceremonies
6,checked
6,clear
6,codes
6,commission.
6,comms
6,concluded
6,conference
6,connected
6,considered
6,considers
6,conspiracy
6,consular
6,create
6,crimes
6,criminal
6,criteria
6,ddo
6,delegations
6,directorate
6,discuss
6,economy
6,effort
6,emphasis
6,enclosed
6,examined
6,execution
6,exhibits
6,existence
6,extremely
6,family
6,final
6,formal
6,forthcoming
6,forwarded
6,free
6,fully
6,functions
6,furnished
6,giving
6,governmental
6,granted
6,groupl
6,half
6,handwritten
6,harold
6,ideological
6,inclosures
6,include
6,indicate
6,indoctrinated
6,infiltrate
6,influence
6,instructions,
6,involving
6,israel
6,james
6,jewels
6,kirknewton,
6,lack
6,latimer
6,level
6,lewandowski
6,lifted
6,light
6,line
6,local
6,loss
6,louis
6,maisi
6,member
6,miami
6,middle
6,mikoyan
6,ministers
6,ncrdef
6,negative
6,negotiations
6,normal
6,north
6,numbered
6,observed
6,off
6,offered
6,opposition
6,outside
6,participation
6,perhaps
6,permission
6,personality
6,photocopies
6,policies
6,practice
6,prepared
6,previous
6,produced
6,program
6,promise
6,quite
6,racial
6,raised
6,rather
6,ready
6,recordsconc.
6,referred
6,relations.
6,remainder
6,representation
6,requesting
6,responsibility
6,rev
6,revealing
6,routing
6,russia
6,shit
6,shock
6,shortly
6,showing
6,shown
6,signals
6,sin
6,solidarity
6,statement.
6,successful
6,suggest
6,supply
6,technical
6,tel
6,tension
6,though
6,thought
6,tomorrow
6,transcript
6,transmission
6,trig
6,trust
6,trying
6,ulan
6,unable
6,unit
6,vatican
6,voters
6,whatsoever
5,0300
5,0800
5,1000
5,20510
5,6878883
5,6878940
5,6878976
5,6879087
5,6879112
5,a4268685
5,a4268797
5,a4268798
5,a4269472
5,a4274900
5,accept
5,achieved
5,actually
5,affirming
5,africa
5,african
5,alliance
5,almost
5,americans
5,answers
5,appreciate
5,arab
5,architects,
5,arrange
5,arranged
5,arrival
5,asking
5,assa
5,assassination:
5,attache
5,attacked
5,attempted
5,avoid
5,become
5,belgian
5,believes
5,blake
5,bring
5,buenos
5,cairo
5,caldevilla.
5,calm
5,careful
5,changes
5,chatter
5,che
5,cipher
5,citing
5,citizens
5,cleaners
5,collateral
5,collection
5,commander
5,commentaries
5,committee.
5,communication
5,community.
5,conclude
5,concrete
5,condition
5,consequences
5,conversations
5,corps
5,counter-revolutionary
5,counterrevolutionaries
5,coverage
5,crisis
5,cryptological
5,cuba,diplomatic
5,currency
5,curs
5,dealing
5,deliver
5,demonstration
5,department,
5,destroy
5,deviations
5,directing
5,discussing
5,diversionism
5,down
5,drv
5,earl
5,ecuadoran
5,eight
5,emphasizing
5,enemies
5,erhard
5,ess
5,eta
5,ever
5,expected
5,explained
5,explore
5,expression
5,extreme
5,eyes
5,facility
5,favorable
5,fear
5,feeling
5,fer
5,figure
5,finally
5,fri
5,gaulle
5,getting
5,ghana
5,government.
