count,word
1022,investigative
1019,official
1011,access
1008,than
1007,part
1007,public
1007,robert
1003,now
997,then
992,organization
986,june
982,further
980,involved
980,meeting
978,october
977,chief
976,january
966,connection
966,room
961,relating
954,cregar
951,above
950,list
949,authority
946,see
940,los
937,march
933,surveillance
931,period
924,present
921,must
917,them
916,last
913,mintz
910,additional
909,without
906,york
902,cases
896,necessary
891,fact
889,adams
885,july
884,member
884,top
880,racial
879,counterintelligence
876,work
875,executive
871,april
871,individual
870,contact
868,many
866,groups
860,respect
854,informant
852,sent
850,noted
850,three
849,data
848,bpp
842,possible
841,how
841,instructions
835,given
831,december
831,including
831,purpose
830,indicated
828,service
828,think
826,community
822,inspection
818,approval
813,told
808,chairman
803,well
801,requests
799,training
795,contained
792,atlanta
792,form
792,most
790,teletype
784,type
781,william
779,august
776,know
776,martin
758,she
756,affairs
754,reference
754,violence
753,same
750,civil
744,records
738,american
736,copies
736,testimony
735,provide
728,basis
728,question
727,sources
726,information.
726,revolutionary
721,committee.
715,reports
712,headquarters
710,study
703,sensitive
701,act
700,taken
698,key
697,november
693,procedures
692,programs
687,coverage
687,end
685,local
681,informants
678,does
678,organizations
674,left
668,miami
666,conduct
666,names
666,political
666,shall
665,previously
663,original
663,tbe
662,summary
661,september
658,board
658,city
657,seidel
657,various
656,interest
648,per
647,pertaining
647,statement
646,take
643,get
641,position
639,offices
636,proposed
630,representatives
629,policy
628,until
626,1962
626,furnish
626,result
625,conducted
625,control
623,recall
622,submitted
618,percent
616,forth
612,like
611,pages
609,rights
608,while
603,felt
600,held
599,full
597,classified
597,going
597,identification
596,cuban
595,area
595,court
594,believe
594,cuba
592,nature
591,please
584,electronic
584,klan
582,persons
580,liaison
568,need
564,words
561,record
560,just
557,several
555,riha
552,attention
552,congress
552,evidence
548,enclosed
548,february
548,having
547,give
546,considered
546,her
545,laboratory
544,james
542,identify
542,later
539,known
538,officials
534,advise
533,conference
533,either
531,related
529,limited
528,called
528,questions
527,past
526,responsibility
524,communication
521,particular
520,abstract
517,committees
517,contacted
516,hoover
515,ever
513,military
511,continued
511,employees
511,force
511,personal
510,administrative
508,memoranda
508,years
507,put
506,way
505,areas
505,supervisor
503,indicate
502,content
501,another
501,committee,
500,call
499,coordination
497,outside
497,sclc
495,collection
492,clearly
492,place
490,pertinent
489,effort
489,results
486,activity
486,classification
486,francisco
484,extremist
483,charge
481,based
481,even
474,authorized
473,want
471,efforts
467,1963
466,news
463,referred
461,obtained
460,church
460,support
457,congressional
456,handled
456,view
455,1964
455,reported
454,activities.
451,california
450,agreed
449,directed
449,future
448,obtain
447,handling
447,ill
446,defense
446,discussed
445,angeles
444,agreement
444,leadership
442,change
442,regard
439,sac
437,approved
436,say
434,information,
434,items
434,potential
432,disclosed
432,long
430,representative
424,right
423,enforcement
423,knowledge
422,fascist
422,still
419,contacts
419,never
419,richard
419,southern
418,developed
418,washington
415,cover
415,influence
414,paper
413,sullivan
411,four
410,immediately
410,power
409,confidential
409,listed
408,committee's
407,include
407,index
405,described
404,recent
404,situation
403,district
403,inquiry
403,separate
402,concerned
402,placed
401,interviewed
401,opening
400,effect
400,nnd
399,included
398,feel
397,among
397,develop
396,approximately
396,five
395,technical
392,1968
392,informed
392,memo
391,come
391,country
390,dissemination
390,guidelines
390,international
390,whom
389,secretary
387,determine
386,research
384,every
384,involving
384,own
383,senstudy
382,operation
381,task
379,assassination
379,describe
379,identified
379,identity
379,much
379,paragraph
379,return
378,plans
377,attention:
377,nor
377,person
374,here
374,little
372,daly
372,project
372,thomas
371,cannot
371,established
371,south
370,discuss
370,inspector
369,down
366,article
366,currently
366,free
366,meet
365,disclosure
363,code
363,relationship
362,responsible
362,violations
360,actions
360,appear
359,jurisdiction
358,dear
358,reviewed
356,elliff
356,point
355,good
355,miller
355,negro
354,able
354,baker
354,epstein
354,residence
353,hate
352,airtel
352,suggested
351,gsa
351,status
349,specifically
348,instructed
347,comments
347,leaders
347,mentioned
346,unauthorized
345,1965
345,active
345,background
345,major
344,already
344,communications
344,extent
344,interviews
343,employee
343,required
342,actual
342,enclosures
342,investigation.
342,understanding
341,brief
340,address
340,draft
340,prepare
340,subversive
339,pursuant
339,title
338,met
338,receipt
334,although
334,associate
334,release
333,assignment
333,rules
333,working
332,back
332,believed
332,dci
332,reason
330,responsibilities
329,express
329,off
326,joseph
326,making
325,development
325,done
325,president,
324,require
324,unless
324,via
323,submit
322,important
322,tile
321,espionage
320,aware
319,early
319,iii
319,problem
318,building
317,acts
317,concern
317,total
317,written
316,recommendations
315,indicating
314,whose
313,irs
312,day
312,why
311,folder
311,note
310,probably
310,took
309,changes
308,attempt
307,continue
307,restrictions
305,problems
304,rather
303,issue
303,regular
302,appeared
302,particularly
300,diego
299,man
298,chicago
298,delivered
298,letters
298,located
298,tha
297,discussion
297,governmental
297,officer
297,services
296,requesting
296,world
294,close
294,entitled
294,squad
293,tion
292,analysis
292,leader
292,third
292,university
292,year
291,crime
291,subjects
290,1967
290,addition
290,christian
290,maintained
290,numbers
290,optional
290,providing
290,recently
289,cointelpro
289,functions
289,hotis
288,docld:32989640
286,briefing
286,edition
286,interests
286,presidential
285,great
284,delivery
284,pending
283,second
283,survey
282,forces
281,david
281,handle
281,press
280,according
280,direct
279,determined
279,honorable
278,20530
278,course
277,clear
276,interested
276,pointed
276,war
275,alleged
275,appears
275,armed
275,employment
275,six
273,contents
273,insure
272,1969
272,classify
272,consideration
272,far
271,engaged
271,expressed
271,hunter
271,least
271,moore
271,reflecting
270,came
270,showing
269,again
268,air
268,system
268,tne
267,business
266,designated
266,movement
266,nut
266,protect
265,charles
265,formal
265,travel
264,memphis
264,officers
263,investigations.
262,consider
261,covert
260,davis
260,michael
259,himself
258,urban
257,become
257,hoc
257,late
257,nation
257,opinion
257,resulted
256,death
256,found
255,government.
255,referenced
255,walter
254,answer
254,best
254,director's
254,proceedings
254,reporting
253,agree
252,complete
252,details
252,plan
252,property
251,100
251,hotel
251,means
251,survival
251,thought
250,kind
250,louis
250,wanted
249,cooperation
249,keep
248,belmont
248,supervision
247,soon
246,recommended
246,relative
245,directive
245,fully
245,involve
245,location
243,contains
243,continuing
243,criteria
243,violation
242,supervisors
241,inquired
241,issued
241,read
241,supply
240,session
240,vice
239,council
239,desired
239,months
239,personnel,
238,subsequent
238,therefore,
237,coordinating
237,effective
237,entry
237,manual
236,congressman
236,sections
236,smiley
235,immediate
235,miscellaneous
235,recollection
235,similar
234,carried
234,chinese
233,castro
232,disseminated
232,high
232,nichols
231,directly
231,postal
231,role
230,arrangements
230,attempted
230,except
230,newton
230,possession
230,preparation
229,california,
229,check
229,intelligence.
229,mohr
229,paul
229,side
228,desire
228,meetings
228,prevent
227,additionally,
227,caption
227,detailed
227,rothman
227,smith
227,value
226,along
226,basic
226,clearance
226,conversation
226,derogatory
226,enter
226,levison
226,navy
226,notes
226,private
226,witness
225,20535
225,highly
225,receive
225,throughout
224,due
224,opened
224,released
224,too
223,procedure
223,replied
223,show
222,assist
222,branch
222,illegal
222,media
221,actually
221,legislation
221,possibly
221,presently
220,brought
220,cent
220,enclosure
220,gpo
220,head
220,membership
220,next
218,commission
218,proper
218,returned
218,serve
217,activities,
217,transcript
216,decision
216,entered
216,keuch
216,yes
215,existing
215,help
215,jack
215,resident
215,tor
215,uith
214,toward
214,understand
213,1970
213,cause
213,front
213,together
212,budget
212,money
212,puerto
212,techniques
210,men
210,north
210,others
208,111
208,inquiries
208,itself
208,relate
207,apparently
207,edgar
207,furnishing
207,george
207,newspaper
206,indicates
206,initial
206,neither
206,scope
206,sentinella
206,smn
206,times
205,department,
205,frank
205,knew
205,latter
205,violent
205,yet
204,callahan
204,days
204,intelligence,
204,intended
204,legislative
203,1966
203,dealing
203,facts
203,few
203,necessary,
203,usib
201,became
201,bill
201,employed
201,open
201,reverse
201,utilized
200,anything
200,docld:32989673
200,instances
200,previous
200,purposes
199,countries
199,main
199,obtaining
199,opportunity
199,senateselectcommittee
199,unable
198,extremely
198,final
197,accordance
197,departments
197,determination
197,interview.
197,kennedy
197,youth
196,establish
196,investigation,
196,let
196,prominent
196,student
196,trying
195,followed
195,freedom
195,ing
195,physical
195,wise
194,issues
194,necessary.
194,phillips
194,supervisory
193,102
193,cabinet
193,embassy
193,eva
193,event
193,protection
192,constitutional
191,add
191,addressed
191,got
191,look
190,association
190,describing
190,direction
190,directives
190,docld:32989fi06
190,identities
190,verbal
190,workers
189,appendix
189,gave
189,minister
189,numerous
189,papers
189,thing
188,category
188,funds
188,ion
187,forwarding
187,large
187,level
187,stanley
187,statutory
187,surveillances
186,serious
185,authorities
185,significant
185,today
184,added
184,denver
184,duties
184,involvement
184,klux
184,policies
184,west
183,advising
183,clandestine
183,descriptive
183,diplomatic
183,fbihq
183,narrative
182,appropriate.
182,recommendation:
182,strike
182,substance
182,taking
182,writer
181,1977
181,covered
180,brother
180,docld:32989606
180,docld:32989ii06
180,igrs
180,less
180,refer
180,statute
180,threat
179,explained
179,oversight
179,possibility
179,setting
178,certainly
178,function
178,marshall
178,miss
178,social
178,things
178,though
177,allegations
177,expected
177,find
177,florida
177,hsc
177,led
177,manpower
176,department.
176,feels
176,short
176,tlle
175,avoid
175,circumstances
175,commitments
175,edward
175,recommendation
175,reportedly
175,students
175,subsequently
174,1978
174,allegedly
174,completing
174,deloach
174,gray
174,testimony.
173,1961
173,assistance
173,began
173,better
173,developments
173,exchange
173,increase
173,investigative,
173,jun
173,load
173,needed
173,personally
173,scheduled
172,primary
172,small
171,community.
171,east
171,eldridge
171,formerly
171,initiative,
171,morning
171,transmitted,
170,democratic
170,documents;
170,nothing
170,recalled
170,views
169,administrative,
169,assassinations
169,interviewee,
169,revenue
168,appropriate)
168,citizens
168,conclusions
168,herein
168,language
168,responses
168,ten
168,visit
167,exhibits
167,information:
167,las
167,manner
167,objective
166,acting
166,bell
166,daily
166,departmental
166,learned
166,provisions
166,underline
165,initiated
165,jan
165,operating
165,proposal
165,testifier
164,harold
164,interviewee
164,life
164,originals
164,priority
164,sas
164,ticklers
164,went
163,bearing
163,experience
163,foster
163,hours
163,johnson
163,revolution
163,senior
162,ask
162,indicated.
162,reflect
162,tactics
162,true
162,wilderotter
161,clerical
161,distributed
160,1971
160,additions
160,considerable
160,once
160,presented
160,series
160,todorovich
159,conducting
159,entire
159,generally
159,served
159,something
158,almost
158,coming
158,dates
158,investigatory
158,likely
158,line
158,nationalist
158,pitts
158,print
158,transmit
157,beyond
157,correspondence
157,hope
157,organized
157,revealed
157,targets
156,cleared
156,congressional,
156,follow
156,home
156,intelligenceactivities
156,letterhead
156,operations.
156,paid
156,sought
156,using
155,below
155,cleaver
155,closed
155,forwarded
155,planned
155,separately;
154,authorization
154,colby
154,elements
154,examples
154,merely
154,post
154,primarily
154,reverend
154,tolson
154,valuable
154,word
154,writing
153,attended
153,carrying
153,disappearance
153,hart
153,indication
153,raised
153,revised
153,someone
153,sure
152,advance
152,america
152,notation
152,president's
152,president.
152,uas
152,vietnam
151,accounting
151,annual
151,carry
151,discussions
151,investigations,
151,otherwise
151,prompt
151,saying
151,seen
150,aid
150,articles
150,coordinate
150,coordinated
150,covers
150,investigating
150,kept
150,leave
150,observed
150,overall
150,steps
150,tell
149,around
149,deal
149,establishment
149,hsca
149,investigate
149,maintain
149,methods
149,mind
149,norman
149,removed
149,whatever
149,wish
148,arrested
148,regulations
147,20510
147,categories
147,docld:32300025
147,necessary)
147,notice
147,planning
147,really
147,senators
147,station
147,terms
146,behalf
146,brothers
146,closely
146,extensive
146,liberation
146,professor
146,sanitation
146,thus
145,approach
145,army
145,panthers
145,seal
145,struggle
145,substantial
145,therefore
145,transferred
144,3791
144,clarke
144,conditions
144,different
144,feedback
144,financial
144,installation
144,receiving
144,week
143,earlier
143,gathering
143,hold
143,longer
143,near
143,target
142,bombing
142,calls
142,developing
142,double
142,evaluation
142,history
142,killed
142,objection
141,advice
141,aspects
141,bank
141,character
141,czech
141,docld:32989fi28
141,joint
141,laws
141,mccone
141,organization.
141,positive
141,street
141,talk
141,union
140,approximate
140,arms
140,bobby
140,cleveland
140,government,
140,mean
140,occasion
140,remember
140,tbat
139,1976
139,connected
139,conspiracy
139,includes
139,moscow
139,refused
139,secrecy
139,sufficient
138,annex
138,doing
138,interview,
138,originating
138,overthrow
138,petersen
138,relates
138,substantive
137,appearance
137,designed
137,guerrilla
137,lhm
137,memorandum.
137,origin
137,references
137,reveal
137,statements
136,amount
136,bad
136,heard
136,judge
136,night
136,peace
136,reliable
136,weapons
135,docld:32989530
135,fall
135,lee
135,occurred
135,respective
135,types
134,administration
134,informants,
134,perhaps
134,telephonically
134,wherein
133,contain
133,lack
133,memorandum,
133,prosecution
133,ray
132,197
132,associated
132,deegan
132,docld:32989149
132,fascism
132,hearings
132,latin
132,needs
132,none
132,operations,
132,shortly
132,try
131,1960
131,amendment
131,company
131,huey
131,recognized
130,containing
130,published
130,rosen
130,subcommittee
130,trial
130,utilization
129,absence
129,cooperative
129,forward
129,identifying
129,kill
129,paraphrased,
129,themselves
129,truly
128,200
128,382
128,attend
128,birth
128,checked
128,constitution
128,restricted
128,secure
128,selected
128,statutes
128,talked
128,watch
127,105
127,122
127,anyone
127,arrest
127,authority.
127,beginning
127,boston
127,clerks
127,correct
127,evans
127,failed
127,giving
127,lead
127,locate
127,sabotage
127,th0
127,transportation
127,tried
126,011
126,clerk
126,completing.
126,drawer
126,eight
126,interviewof
126,seek
126,supreme
125,apartment
125,chapter
125,example
125,excisions
125,existence
125,infiltration
125,klavern
125,mexico
125,printing
125,school
125,seeret
125,worked
124,allow
124,asking
124,burfau
124,consult
124,incident
124,kelley
124,levi
124,mro
124,objectives
124,operational
124,senstudy75
124,seven
123,1958
123,abroad
123,birmingham
123,bring
123,broad
123,equipment
123,greatly
123,ready
123,socialist
123,supplied
122,20515
122,connnunity
122,ground
122,inasmuch
122,labor
122,nations
122,onreverse
122,organization,
122,promptly
122,reasons
122,rowe
122,serial
122,tampa
122,thank
121,checks
121,mark
121,proposals
121,responded
121,supervised
121,transfer
121,trip
120,blakey
120,brennan
120,properly
120,rija
119,always
119,continues
119,donald
119,engage
119,gun
119,manuel
119,nsc
119,recognize
119,respond
119,strong
119,young
118,car
118,live
118,society
118,soviets
118,spring
118,testify
117,attack
117,capability
117,comment
117,concerns
117,critical
117,greater
117,helms
117,human
117,lester
117,operated
117,phone
117,plaintext
117,points
117,progress
117,quite
116,abuses
116,appreciate
116,available.
116,clark
116,committees.
116,convention
116,decided
116,gary
116,hearing
116,loaned
116,radio
116,resolution
116,space
116,suggestion
115,absolutely
115,completely
115,distribution
115,exception
115,hand
115,minutes
115,ongoing
115,racist
115,says
115,signed
115,touch
114,accept
114,county
114,hamilton
114,henry
114,named
114,requirements
114,responsive
114,seems
114,witnesses
113,excised
113,guns
113,importance
113,incidents
113,perform
113,principal
113,terrorist
113,tl1e
112,101
112,agreements
112,divisions
112,drug
112,newark
112,offer
112,poor
112,stop
111,103
111,boulder
111,degree
111,dominican
111,necessarily
111,standards
111,wife
110,conversations
110,credit
110,especially
110,inspection_
110,intercept
110,jackson
110,kgb
110,lot
110,option
110,organizations,
110,portion
110,protest
110,rule
110,send
110,weekly
109,accepted
109,affect
109,assignments
109,authorize
109,bear
109,essential
109,pertain
109,process
109,produce
109,publicity
109,requires
109,tennessee,
108,arid
108,arrange
108,asac
108,docld:32989fib
108,getting
108,granted
108,hills
108,implementation
108,presence
108,staffmember
108,turn
108,understood
107,107
107,110
107,attempting
107,book
107,box
107,center
107,china
107,selective
107,sincerely,
107,tlie
106,38tiiob
106,cii
106,decisions
106,guard
106,increased
106,inform
106,judgment
106,nitel
106,personnel.
106,volume
106,whole
105,138
105,affecting
105,charges
105,collect
105,consistent
105,controlled
105,docld:32989628
105,jfk
105,job
105,relations
105,schwartz
105,schwarz
105,shown
105,speech
104,117
104,1972
104,assume
104,forms
104,howard
104,instituted
104,joe
104,light
104,ment
104,militant
104,monitoring
104,nine
104,overt
104,thg
103,116
103,accomplishments
103,aides
103,ann
103,applied
103,atlantic
103,british
103,detail
103,introduced
103,month
103,old
103,pay
103,practice
103,preliminary
103,privacy
103,reasonable
103,reflected
103,routine
103,september,
103,tions
102,114
102,38600
102,assure
102,away
102,capacity
102,college
102,coulson
102,dealt
102,destruction
102,docld:32989749
102,fred
102,permit
102,proceed
102,seat
102,skillman
102,tax
102,terminated
102,testimony,
102,treasury
101,115
101,131
101,addresses
101,afternoon
101,alert
101,branigan
101,headquarters.
101,hostile
101,jury
101,orleans
101,phase
101,reached
101,red
101,ryan
101,usa
101,usually
101,vital
100,1959
100,attacks
100,difficult
100,gambling
100,ghetto
100,griffin
100,initiate
100,intent
100,judicial
100,occasions
100,organizations.
100,spent
100,successful
99,130
99,140
99,charged
99,establishing
99,individuals.
99,instruction
99,move
99,situations
99,systems
98,121
98,134
98,adequate
98,anticipated
98,bufile
98,cited
98,ernment
98,georgia
98,iec
98,junior
98,majority
98,murder
98,payrollsavingsplan
98,real
98,reassigned
97,135
97,1947
97,appearing
97,demonstrations
97,discussing
97,economic
97,informants.
97,judiciary
97,necessity
97,reply
97,stating
97,structure
97,ted
97,thnt
97,turned
97,unclassified
96,3331
96,anticipate
96,artime
96,briefed
96,campaign
96,common
96,covering
96,orders
96,participation
96,pigs
96,powers
96,search
96,seem
96,studies
96,unlawful
96,weatherman
96,wick
95,123
95,136
95,141
95,breakfast
95,cointelpro.
95,grand
95,minority
95,net
95,practical
95,prisoners
95,started
95,unknown
94,124
94,inf
94,product
93,106
93,109
93,anonymous
93,appreciated.
93,danny
93,docld:32989ti40
93,documents.
93,entirely
93,expect
93,huddleston.
93,microphone
93,mission
93,moved
93,remained
93,summary(see
93,textual
93,whomprovided
92,118
92,132
92,133
92,20505
92,account
92,estimated
92,formed
92,leading
92,mary
92,revolution.
92,sam
92,suggest
91,119
91,alex
91,capabilities
91,compartmented
91,danger
91,huston
91,juan
91,outlined
91,preparing
91,strictly
91,surveillance.
91,talking
91,thereof
91,wants
91,wfo
90,2113
90,advisory
90,bombings
90,conrad
90,earl
90,fugitive
90,interstate
90,land
90,lnw
90,nel
90,originally
90,participated
90,remain
90,ties
90,twenty
90,warrant
89,139
89,1973
89,aforementioned
89,ago
89,clifford
89,collected
89,compiled
89,conclusion
89,else
89,energy
89,family
89,nedzi
89,normal
89,notify
89,philadelphia
89,provides
89,referring
89,seeking
89,single
89,unusual
89,walsh
88,113
88,class
88,colorado
88,constitute
88,docld:32989820
88,domesticintelligencedivision
88,explain
88,lists
88,living
88,looking
88,offered
88,officials,
88,organizing
88,photograph
88,run
88,suspected
88,thereafter
87,137
87,1950
87,211
87,average
87,community,
87,deletions
87,detroit
87,docld:32989532
87,extreme
87,feeling
87,flight
87,fourth
87,indices
87,justify
87,leads
87,maintenance
87,mass
87,naval
87,obvious
87,operate
87,outstanding
87,recommend
87,reflects
87,risk
87,term
87,visited
87,write
86,104
86,150
86,affiliation
86,appointed
86,arc
86,arrived
86,background,
86,bloc
86,concluded
86,desk
86,exact
86,girl
86,insofar
86,lines
86,mondale
86,processing
86,represent
86,sacs
86,ttee
